budget_line_id,jurisdiction_code,jurisdiction_label,fiscal_year,direction,phase_id,phase_label,fund_code,fund_label,fund_source,kan_code,kan_label,kan_source,kou_code,kou_label,kou_source,moku_code,moku_label,moku_source,setsu_code,setsu_label,setsu_source,saisetsu_code,saisetsu_label,saisetsu_source,saisaisetsu_code,saisaisetsu_label,saisaisetsu_source,hierarchy_path,value,currency,source_amount,source_amount_unit,source_row
132047:2024:revenue:approved:af9786517ab41db8,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,01,市民税,01市民税,01,個人,01個人,01,現年課税分,01現年課税分,01,現年課税分,01現年課税分,0,,0,会計01/款01/項01/目01/節01/細節01/細々節0,18486803000,JPY,18486803,千円,2
132047:2024:revenue:approved:867b04430b38a771,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,01,市民税,01市民税,01,個人,01個人,02,滞納繰越分,02滞納繰越分,01,滞納繰越分,01滞納繰越分,0,,0,会計01/款01/項01/目01/節02/細節01/細々節0,133487000,JPY,133487,千円,3
132047:2024:revenue:approved:5703dea1cd85a9fc,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,01,市民税,01市民税,02,法人,02法人,01,現年課税分,01現年課税分,01,現年課税分,01現年課税分,0,,0,会計01/款01/項01/目02/節01/細節01/細々節0,1607426000,JPY,1607426,千円,4
132047:2024:revenue:approved:d676c8f61ce0ef84,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,01,市民税,01市民税,02,法人,02法人,02,滞納繰越分,02滞納繰越分,01,滞納繰越分,01滞納繰越分,0,,0,会計01/款01/項01/目02/節02/細節01/細々節0,3669000,JPY,3669,千円,5
132047:2024:revenue:approved:61e888d955482dcb,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,02,固定資産税,02固定資産税,01,固定資産税,01固定資産税,01,現年課税分,01現年課税分,01,現年課税分,01現年課税分,0,,0,会計01/款01/項02/目01/節01/細節01/細々節0,14990424000,JPY,14990424,千円,6
132047:2024:revenue:approved:697d9a6dfb13aebd,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,02,固定資産税,02固定資産税,01,固定資産税,01固定資産税,02,滞納繰越分,02滞納繰越分,01,滞納繰越分,01滞納繰越分,0,,0,会計01/款01/項02/目01/節02/細節01/細々節0,36000000,JPY,36000,千円,7
132047:2024:revenue:approved:68fa0397c05e4cf2,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,02,固定資産税,02固定資産税,02,国有資産等所在市町村交付金,02国有資産等所在市町村交付金,01,現年課税分,01現年課税分,01,交付金,01交付金,01,都有資産分,01都有資産分,会計01/款01/項02/目02/節01/細節01/細々節01,248824000,JPY,248824,千円,8
132047:2024:revenue:approved:6672cb3b862bb517,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,02,固定資産税,02固定資産税,02,国有資産等所在市町村交付金,02国有資産等所在市町村交付金,01,現年課税分,01現年課税分,01,交付金,01交付金,02,国有資産分,02国有資産分,会計01/款01/項02/目02/節01/細節01/細々節02,44856000,JPY,44856,千円,9
132047:2024:revenue:approved:320d389420bb07b1,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,03,軽自動車税,03軽自動車税,01,環境性能割,01環境性能割,01,現年課税分,01現年課税分,01,環境性能割,01環境性能割,0,,0,会計01/款01/項03/目01/節01/細節01/細々節0,8112000,JPY,8112,千円,10
132047:2024:revenue:approved:e0847d10e162e94f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,03,軽自動車税,03軽自動車税,02,種別割,02種別割,01,現年課税分,01現年課税分,01,種別割,01種別割,0,,0,会計01/款01/項03/目02/節01/細節01/細々節0,112666000,JPY,112666,千円,11
132047:2024:revenue:approved:3be2afdfce2a1077,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,03,軽自動車税,03軽自動車税,02,種別割,02種別割,02,滞納繰越分,02滞納繰越分,01,滞納繰越分,01滞納繰越分,0,,0,会計01/款01/項03/目02/節02/細節01/細々節0,1066000,JPY,1066,千円,12
132047:2024:revenue:approved:3108b0110eac7ed6,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,04,市たばこ税,04市たばこ税,01,市たばこ税,01市たばこ税,01,現年課税分,01現年課税分,01,市たばこ税,01市たばこ税,0,,0,会計01/款01/項04/目01/節01/細節01/細々節0,835419000,JPY,835419,千円,13
132047:2024:revenue:approved:b207c6dabe54c1a1,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,05,入湯税,05入湯税,01,入湯税,01入湯税,01,現年課税分,01現年課税分,01,入湯税,01入湯税,0,,0,会計01/款01/項05/目01/節01/細節01/細々節0,2000,JPY,2,千円,14
132047:2024:revenue:approved:3a584a2007efff10,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,06,事業所税,06事業所税,01,事業所税,01事業所税,01,現年課税分,01現年課税分,01,現年課税分,01現年課税分,0,,0,会計01/款01/項06/目01/節01/細節01/細々節0,419942000,JPY,419942,千円,15
132047:2024:revenue:approved:23226b7f0e0e7496,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,07,都市計画税,07都市計画税,01,都市計画税,01都市計画税,01,現年課税分,01現年課税分,01,現年課税分,01現年課税分,0,,0,会計01/款01/項07/目01/節01/細節01/細々節0,2912917000,JPY,2912917,千円,16
132047:2024:revenue:approved:7b0e80fe70d4552d,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,01,市税,01市税,07,都市計画税,07都市計画税,01,都市計画税,01都市計画税,02,滞納繰越分,02滞納繰越分,01,滞納繰越分,01滞納繰越分,0,,0,会計01/款01/項07/目01/節02/細節01/細々節0,7844000,JPY,7844,千円,17
132047:2024:revenue:approved:9f4a7ba8441767af,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,02,地方譲与税,02地方譲与税,01,地方揮発油譲与税,01地方揮発油譲与税,01,地方揮発油譲与税,01地方揮発油譲与税,01,地方揮発油譲与税,01地方揮発油譲与税,01,地方揮発油譲与税,01地方揮発油譲与税,0,,0,会計01/款02/項01/目01/節01/細節01/細々節0,65090000,JPY,65090,千円,18
132047:2024:revenue:approved:67e8cb0d7553277c,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,02,地方譲与税,02地方譲与税,02,自動車重量譲与税,02自動車重量譲与税,01,自動車重量譲与税,01自動車重量譲与税,01,自動車重量譲与税,01自動車重量譲与税,01,自動車重量譲与税,01自動車重量譲与税,0,,0,会計01/款02/項02/目01/節01/細節01/細々節0,211391000,JPY,211391,千円,19
132047:2024:revenue:approved:7cbd8f21f8e34845,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,02,地方譲与税,02地方譲与税,03,森林環境譲与税,03森林環境譲与税,01,森林環境譲与税,01森林環境譲与税,01,森林環境譲与税,01森林環境譲与税,01,森林環境譲与税,01森林環境譲与税,0,,0,会計01/款02/項03/目01/節01/細節01/細々節0,21440000,JPY,21440,千円,20
132047:2024:revenue:approved:96a4b36545c899ab,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,02,地方譲与税,02地方譲与税,04,航空機燃料譲与税,04航空機燃料譲与税,01,航空機燃料譲与税,01航空機燃料譲与税,01,航空機燃料譲与税,01航空機燃料譲与税,01,航空機燃料譲与税,01航空機燃料譲与税,0,,0,会計01/款02/項04/目01/節01/細節01/細々節0,119000,JPY,119,千円,21
132047:2024:revenue:approved:2781c896d779fb9a,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,03,利子割交付金,03利子割交付金,01,利子割交付金,01利子割交付金,01,利子割交付金,01利子割交付金,01,利子割交付金,01利子割交付金,01,利子割交付金,01利子割交付金,0,,0,会計01/款03/項01/目01/節01/細節01/細々節0,73394000,JPY,73394,千円,22
132047:2024:revenue:approved:328990142268e48a,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,04,配当割交付金,04配当割交付金,01,配当割交付金,01配当割交付金,01,配当割交付金,01配当割交付金,01,配当割交付金,01配当割交付金,01,配当割交付金,01配当割交付金,0,,0,会計01/款04/項01/目01/節01/細節01/細々節0,435225000,JPY,435225,千円,23
132047:2024:revenue:approved:5223fb3f3d8fd368,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,05,株式等譲渡所得割交付金,05株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01,株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,,0,会計01/款05/項01/目01/節01/細節01/細々節0,448421000,JPY,448421,千円,24
132047:2024:revenue:approved:6f5fa689364445a3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,06,法人事業税交付金,06法人事業税交付金,01,法人事業税交付金,01法人事業税交付金,01,法人事業税交付金,01法人事業税交付金,01,法人事業税交付金,01法人事業税交付金,01,法人事業税交付金,01法人事業税交付金,0,,0,会計01/款06/項01/目01/節01/細節01/細々節0,653050000,JPY,653050,千円,25
132047:2024:revenue:approved:548a9d97cbaf0764,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,07,地方消費税交付金,07地方消費税交付金,01,地方消費税交付金,01地方消費税交付金,01,地方消費税交付金,01地方消費税交付金,01,地方消費税交付金,01地方消費税交付金,01,地方消費税交付金,01地方消費税交付金,0,,0,会計01/款07/項01/目01/節01/細節01/細々節0,4591671000,JPY,4591671,千円,26
132047:2024:revenue:approved:41c4b4352e5d1c93,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,08,自動車取得税交付金,08自動車取得税交付金,01,自動車取得税交付金,01自動車取得税交付金,01,旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,,0,会計01/款08/項01/目01/節01/細節01/細々節0,1000,JPY,1,千円,27
132047:2024:revenue:approved:ffbc4159986d40f0,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,09,環境性能割交付金,09環境性能割交付金,01,環境性能割交付金,01環境性能割交付金,01,環境性能割交付金,01環境性能割交付金,01,環境性能割交付金,01環境性能割交付金,01,環境性能割交付金,01環境性能割交付金,0,,0,会計01/款09/項01/目01/節01/細節01/細々節0,83436000,JPY,83436,千円,28
132047:2024:revenue:approved:59145fd54c557d97,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,10,地方特例交付金,10地方特例交付金,01,地方特例交付金,01地方特例交付金,01,地方特例交付金,01地方特例交付金,01,地方特例交付金,01地方特例交付金,01,住宅借入金等特別税額控除減収補填特例交付金,01住宅借入金等特別税額控除減収補填特例交付金,0,,0,会計01/款10/項01/目01/節01/細節01/細々節0,162179000,JPY,162179,千円,29
132047:2024:revenue:approved:426a4107d04bb940,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,10,地方特例交付金,10地方特例交付金,01,地方特例交付金,01地方特例交付金,01,地方特例交付金,01地方特例交付金,01,地方特例交付金,01地方特例交付金,02,定額減税減収補填特例交付金,02定額減税減収補填特例交付金,0,,0,会計01/款10/項01/目01/節01/細節02/細々節0,924433000,JPY,924433,千円,30
132047:2024:revenue:approved:4ecb0675b652d65a,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,10,地方特例交付金,10地方特例交付金,02,新型コロナウイルス感染症対策地方税減収補填特別交付金,02新型コロナウイルス感染症対策地方税減収補填特別交付金,01,新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01,新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01,新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,0,,0,会計01/款10/項02/目01/節01/細節01/細々節0,386000,JPY,386,千円,31
132047:2024:revenue:approved:fb0a4878a6761350,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,11,地方交付税,11地方交付税,01,地方交付税,01地方交付税,01,地方交付税,01地方交付税,01,地方交付税,01地方交付税,01,特別交付税,01特別交付税,0,,0,会計01/款11/項01/目01/節01/細節01/細々節0,1000,JPY,1,千円,32
132047:2024:revenue:approved:836391f50b955c5e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,12,交通安全対策特別交付金,12交通安全対策特別交付金,01,交通安全対策特別交付金,01交通安全対策特別交付金,01,交通安全対策特別交付金,01交通安全対策特別交付金,01,交通安全対策特別交付金,01交通安全対策特別交付金,01,交通安全対策特別交付金,01交通安全対策特別交付金,0,,0,会計01/款12/項01/目01/節01/細節01/細々節0,18116000,JPY,18116,千円,33
132047:2024:revenue:approved:10a3531806b12cb0,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,01,高齢者措置費負担金,01高齢者措置費負担金,01,高齢者施設入所措置費負担金,01高齢者施設入所措置費負担金,0,,0,会計01/款13/項01/目01/節01/細節01/細々節0,12000000,JPY,12000,千円,34
132047:2024:revenue:approved:ac16e971cfeb66a3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,02,保育所保育料負担金,02保育所保育料負担金,01,市立保育所保育料負担金,01市立保育所保育料負担金,01,現年度分,01現年度分,会計01/款13/項01/目01/節02/細節01/細々節01,97580000,JPY,97580,千円,35
132047:2024:revenue:approved:09d1bedd1c920abb,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,02,保育所保育料負担金,02保育所保育料負担金,01,市立保育所保育料負担金,01市立保育所保育料負担金,02,過年度分,02過年度分,会計01/款13/項01/目01/節02/細節01/細々節02,612000,JPY,612,千円,36
132047:2024:revenue:approved:e3cbe2691d470608,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,02,保育所保育料負担金,02保育所保育料負担金,02,私立保育所保育料負担金,02私立保育所保育料負担金,01,現年度分,01現年度分,会計01/款13/項01/目01/節02/細節02/細々節01,307695000,JPY,307695,千円,37
132047:2024:revenue:approved:c2970c5733720a29,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,02,保育所保育料負担金,02保育所保育料負担金,02,私立保育所保育料負担金,02私立保育所保育料負担金,02,過年度分,02過年度分,会計01/款13/項01/目01/節02/細節02/細々節02,3304000,JPY,3304,千円,38
132047:2024:revenue:approved:e7f4d3f4790aeede,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,03,母子福祉費負担金,03母子福祉費負担金,01,母子生活支援施設入所措置費負担金,01母子生活支援施設入所措置費負担金,0,,0,会計01/款13/項01/目01/節03/細節01/細々節0,285000,JPY,285,千円,39
132047:2024:revenue:approved:507e1d226d592e6e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,01,民生費負担金,01民生費負担金,03,母子福祉費負担金,03母子福祉費負担金,02,入院助産措置費負担金,02入院助産措置費負担金,0,,0,会計01/款13/項01/目01/節03/細節02/細々節0,48000,JPY,48,千円,40
132047:2024:revenue:approved:cbbf9c3d248b013c,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,02,衛生費負担金,02衛生費負担金,01,未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,01,未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,,0,会計01/款13/項01/目02/節01/細節01/細々節0,4030000,JPY,4030,千円,41
132047:2024:revenue:approved:365b212f8fd887fe,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,13,分担金及び負担金,13分担金及び負担金,01,負担金,01負担金,03,土木費負担金,03土木費負担金,01,道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,01,道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,,0,会計01/款13/項01/目03/節01/細節01/細々節0,11460000,JPY,11460,千円,42
132047:2024:revenue:approved:a6ba49f32e484eff,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,01,三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,01,三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,,0,会計01/款14/項01/目01/節01/細節01/細々節0,450000,JPY,450,千円,43
132047:2024:revenue:approved:fa7be8ed21fd76a0,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,02,市民センター使用料,02市民センター使用料,01,市民センター事務室等使用料,01市民センター事務室等使用料,0,,0,会計01/款14/項01/目01/節02/細節01/細々節0,814000,JPY,814,千円,44
132047:2024:revenue:approved:8b1671801975c1be,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,02,市民センター使用料,02市民センター使用料,02,市民センター駐車場等使用料,02市民センター駐車場等使用料,0,,0,会計01/款14/項01/目01/節02/細節02/細々節0,9490000,JPY,9490,千円,45
132047:2024:revenue:approved:905490f485a906f2,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,03,地区公会堂使用料,03地区公会堂使用料,01,地区公会堂使用料,01地区公会堂使用料,0,,0,会計01/款14/項01/目01/節03/細節01/細々節0,1000,JPY,1,千円,46
132047:2024:revenue:approved:734b9ced927accaf,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,04,地区公会堂用地使用料,04地区公会堂用地使用料,01,地区公会堂用地使用料,01地区公会堂用地使用料,0,,0,会計01/款14/項01/目01/節04/細節01/細々節0,11000,JPY,11,千円,47
132047:2024:revenue:approved:a8686df39c2ccf40,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,05,コミュニティ・センタープール等使用料,05コミュニティ・センタープール等使用料,01,コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,,0,会計01/款14/項01/目01/節05/細節01/細々節0,1743000,JPY,1743,千円,48
132047:2024:revenue:approved:89715c4036cb1455,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,06,コミュニティ・センター用地等使用料,06コミュニティ・センター用地等使用料,01,コミュニティ・センター用地等使用料,01コミュニティ・センター用地等使用料,0,,0,会計01/款14/項01/目01/節06/細節01/細々節0,5000,JPY,5,千円,49
132047:2024:revenue:approved:79e3be0185f81db7,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,07,市民協働センター使用料,07市民協働センター使用料,01,市民協働センター使用料,01市民協働センター使用料,0,,0,会計01/款14/項01/目01/節07/細節01/細々節0,2750000,JPY,2750,千円,50
132047:2024:revenue:approved:6bb79fda1e65072f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,01,芸術文化センター使用料,01芸術文化センター使用料,0,,0,会計01/款14/項01/目01/節08/細節01/細々節0,47900000,JPY,47900,千円,51
132047:2024:revenue:approved:d7455c507fb99f6b,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,02,美術ギャラリー使用料,02美術ギャラリー使用料,0,,0,会計01/款14/項01/目01/節08/細節02/細々節0,2100000,JPY,2100,千円,52
132047:2024:revenue:approved:abd60f922a1fd8d3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,03,公会堂使用料,03公会堂使用料,0,,0,会計01/款14/項01/目01/節08/細節03/細々節0,39400000,JPY,39400,千円,53
132047:2024:revenue:approved:056c8abfb72fb987,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,04,みたか井心亭使用料,04みたか井心亭使用料,0,,0,会計01/款14/項01/目01/節08/細節04/細々節0,2600000,JPY,2600,千円,54
132047:2024:revenue:approved:fd1bcaabf0146f7e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,05,山本有三記念館使用料,05山本有三記念館使用料,0,,0,会計01/款14/項01/目01/節08/細節05/細々節0,2000000,JPY,2000,千円,55
132047:2024:revenue:approved:ad2e691d2b805ee9,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,06,桜井浜江記念市民ギャラリー使用料,06桜井浜江記念市民ギャラリー使用料,0,,0,会計01/款14/項01/目01/節08/細節06/細々節0,450000,JPY,450,千円,56
132047:2024:revenue:approved:b4c3beaf97ec9409,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,08,文化施設使用料,08文化施設使用料,07,吉村昭書斎使用料,07吉村昭書斎使用料,0,,0,会計01/款14/項01/目01/節08/細節07/細々節0,500000,JPY,500,千円,57
132047:2024:revenue:approved:34a1d3c2c4f73226,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,09,文化施設用地使用料,09文化施設用地使用料,01,山本有三記念館用地使用料,01山本有三記念館用地使用料,0,,0,会計01/款14/項01/目01/節09/細節01/細々節0,4000,JPY,4,千円,58
132047:2024:revenue:approved:cbecf54e2091e329,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,01,総務使用料,01総務使用料,10,三鷹市立アニメーション美術館内施設使用料,10三鷹市立アニメーション美術館内施設使用料,01,三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,,0,会計01/款14/項01/目01/節10/細節01/細々節0,1915000,JPY,1915,千円,59
132047:2024:revenue:approved:f879c9eceadd2127,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,01,福祉センター使用料,01福祉センター使用料,01,福祉センター使用料,01福祉センター使用料,0,,0,会計01/款14/項01/目02/節01/細節01/細々節0,750000,JPY,750,千円,60
132047:2024:revenue:approved:e56c393b55edd071,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,02,下連雀複合施設使用料,02下連雀複合施設使用料,01,下連雀複合施設用地使用料,01下連雀複合施設用地使用料,0,,0,会計01/款14/項01/目02/節02/細節01/細々節0,1000,JPY,1,千円,61
132047:2024:revenue:approved:4686f050942de8b6,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,02,下連雀複合施設使用料,02下連雀複合施設使用料,02,下連雀複合施設施設使用料,02下連雀複合施設施設使用料,0,,0,会計01/款14/項01/目02/節02/細節02/細々節0,1559000,JPY,1559,千円,62
132047:2024:revenue:approved:eb8a809ea625c849,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,03,福祉コアかみれん使用料,03福祉コアかみれん使用料,01,福祉コアかみれん用地使用料,01福祉コアかみれん用地使用料,0,,0,会計01/款14/項01/目02/節03/細節01/細々節0,2000,JPY,2,千円,63
132047:2024:revenue:approved:6e35ba174bdae325,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,03,福祉コアかみれん使用料,03福祉コアかみれん使用料,02,福祉コアかみれん施設使用料,02福祉コアかみれん施設使用料,0,,0,会計01/款14/項01/目02/節03/細節02/細々節0,1089000,JPY,1089,千円,64
132047:2024:revenue:approved:dad7a548c315db84,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,04,心身障がい児通所訓練施設なかよし教室使用料,04心身障がい児通所訓練施設なかよし教室使用料,01,心身障がい児通所訓練施設なかよし教室施設使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,,0,会計01/款14/項01/目02/節04/細節01/細々節0,3359000,JPY,3359,千円,65
132047:2024:revenue:approved:ebf018ef6d5e284e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,05,北野ハピネスセンター用地使用料,05北野ハピネスセンター用地使用料,01,北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,,0,会計01/款14/項01/目02/節05/細節01/細々節0,1000,JPY,1,千円,66
132047:2024:revenue:approved:9a58a0e52663491d,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,14,使用料及び手数料,14使用料及び手数料,01,使用料,01使用料,02,民生使用料,02民生使用料,06,福祉住宅使用料,06福祉住宅使用料,01,福祉住宅使用料,01福祉住宅使用料,0,,0,会計01/款14/項01/目02/節06/細節01/細々節0,18739000,JPY,18739,千円,67
