budget_line_id,jurisdiction_code,jurisdiction_label,fiscal_year,direction,phase_id,phase_label,fund_code,fund_label,fund_source,kan_code,kan_label,kan_source,kou_code,kou_label,kou_source,moku_code,moku_label,moku_source,setsu_code,setsu_label,setsu_source,saisetsu_code,saisetsu_label,saisetsu_source,saisaisetsu_code,saisaisetsu_label,saisaisetsu_source,hierarchy_path,value,currency,source_amount,source_amount_unit,source_row
132047:2024:revenue:approved:106833ac7c1c1885,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,43,認可外保育施設利用支援事業補助金,43認可外保育施設利用支援事業補助金,01,認可外保育施設利用支援事業補助金,01認可外保育施設利用支援事業補助金,0,,0,会計01/款16/項02/目02/節43/細節01/細々節0,125893000,JPY,125893,千円,388
132047:2024:revenue:approved:c4e79b5d6e457530,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,44,保育士等キャリアアップ補助金,44保育士等キャリアアップ補助金,01,保育士等キャリアアップ補助金,01保育士等キャリアアップ補助金,0,,0,会計01/款16/項02/目02/節44/細節01/細々節0,257244000,JPY,257244,千円,389
132047:2024:revenue:approved:53a1ebff4ee6c8a3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,45,保育サービス推進事業補助金,45保育サービス推進事業補助金,01,保育サービス推進事業補助金,01保育サービス推進事業補助金,0,,0,会計01/款16/項02/目02/節45/細節01/細々節0,65757000,JPY,65757,千円,390
132047:2024:revenue:approved:f804a595516b0d8b,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,46,保育力強化事業補助金,46保育力強化事業補助金,01,認証保育所保育力強化事業補助金,01認証保育所保育力強化事業補助金,0,,0,会計01/款16/項02/目02/節46/細節01/細々節0,7764000,JPY,7764,千円,391
132047:2024:revenue:approved:18e888f4bdea094a,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,47,保育従事職員宿舎借り上げ支援事業費補助金,47保育従事職員宿舎借り上げ支援事業費補助金,01,保育従事職員宿舎借り上げ支援事業費補助金,01保育従事職員宿舎借り上げ支援事業費補助金,0,,0,会計01/款16/項02/目02/節47/細節01/細々節0,138965000,JPY,138965,千円,392
132047:2024:revenue:approved:558802f04b0a6273,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,48,保育体制強化事業費補助金,48保育体制強化事業費補助金,01,保育体制強化事業費補助金,01保育体制強化事業費補助金,0,,0,会計01/款16/項02/目02/節48/細節01/細々節0,21766000,JPY,21766,千円,393
132047:2024:revenue:approved:9c6ced0c420d9e7f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,49,医療的ケア児保育支援事業費補助金,49医療的ケア児保育支援事業費補助金,01,医療的ケア児保育支援事業費補助金,01医療的ケア児保育支援事業費補助金,0,,0,会計01/款16/項02/目02/節49/細節01/細々節0,21353000,JPY,21353,千円,394
132047:2024:revenue:approved:359562d05e46663b,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,50,児童発達支援センター地域支援体制確保事業補助金,50児童発達支援センター地域支援体制確保事業補助金,01,児童発達支援センター地域支援体制確保事業補助金,01児童発達支援センター地域支援体制確保事業補助金,0,,0,会計01/款16/項02/目02/節50/細節01/細々節0,7301000,JPY,7301,千円,395
132047:2024:revenue:approved:7608f36a209c165c,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,51,ひとり親家庭等医療費助成事業費補助金,51ひとり親家庭等医療費助成事業費補助金,01,ひとり親家庭等医療費助成事業費補助金,01ひとり親家庭等医療費助成事業費補助金,0,,0,会計01/款16/項02/目02/節51/細節01/細々節0,33037000,JPY,33037,千円,396
132047:2024:revenue:approved:16d6b074d01efdab,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,52,ひとり親家庭ホームヘルプサービス事業補助金,52ひとり親家庭ホームヘルプサービス事業補助金,01,ひとり親家庭ホームヘルプサービス事業補助金,01ひとり親家庭ホームヘルプサービス事業補助金,0,,0,会計01/款16/項02/目02/節52/細節01/細々節0,3316000,JPY,3316,千円,397
132047:2024:revenue:approved:963b3a15cec51448,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,53,養育費確保支援事業補助金,53養育費確保支援事業補助金,01,養育費確保支援事業補助金,01養育費確保支援事業補助金,0,,0,会計01/款16/項02/目02/節53/細節01/細々節0,162000,JPY,162,千円,398
132047:2024:revenue:approved:78787ef7c1d98790,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,02,民生費都補助金,02民生費都補助金,54,都型学童クラブ事業補助金,54都型学童クラブ事業補助金,01,都型学童クラブ事業補助金,01都型学童クラブ事業補助金,0,,0,会計01/款16/項02/目02/節54/細節01/細々節0,33428000,JPY,33428,千円,399
132047:2024:revenue:approved:d5705b7a6bc2e4dc,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,01,重層的支援体制整備事業交付金,01重層的支援体制整備事業交付金,01,利用者支援事業交付金,01利用者支援事業交付金,0,,0,会計01/款16/項02/目03/節01/細節01/細々節0,1819000,JPY,1819,千円,400
132047:2024:revenue:approved:01c18a8b55868ece,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,01,利用者支援事業補助金,01利用者支援事業補助金,0,,0,会計01/款16/項02/目03/節02/細節01/細々節0,27369000,JPY,27369,千円,401
132047:2024:revenue:approved:156487bf7317f058,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,02,産後ケア事業補助金,02産後ケア事業補助金,0,,0,会計01/款16/項02/目03/節02/細節02/細々節0,40611000,JPY,40611,千円,402
132047:2024:revenue:approved:4e555c74b62d03f3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,03,産前・産後サポート事業補助金,03産前・産後サポート事業補助金,0,,0,会計01/款16/項02/目03/節02/細節03/細々節0,2557000,JPY,2557,千円,403
132047:2024:revenue:approved:be94fd773d51d85f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,04,多胎児家庭支援事業補助金,04多胎児家庭支援事業補助金,0,,0,会計01/款16/項02/目03/節02/細節04/細々節0,2040000,JPY,2040,千円,404
132047:2024:revenue:approved:b32d690f0b94a1d5,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,05,伴走型・経済的支援事業補助金,05伴走型・経済的支援事業補助金,0,,0,会計01/款16/項02/目03/節02/細節05/細々節0,5670000,JPY,5670,千円,405
132047:2024:revenue:approved:d05fc91c64f5d587,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,02,とうきょうママパパ応援事業補助金,02とうきょうママパパ応援事業補助金,06,バースデイサポート事業補助金,06バースデイサポート事業補助金,0,,0,会計01/款16/項02/目03/節02/細節06/細々節0,86095000,JPY,86095,千円,406
132047:2024:revenue:approved:e35cb37c9842851e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,03,医療保健政策区市町村包括補助金,03医療保健政策区市町村包括補助金,01,医療保健政策区市町村包括補助金,01医療保健政策区市町村包括補助金,0,,0,会計01/款16/項02/目03/節03/細節01/細々節0,41202000,JPY,41202,千円,407
132047:2024:revenue:approved:8f43a57cc8018859,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,04,小児初期救急平日夜間診療事業補助金,04小児初期救急平日夜間診療事業補助金,01,小児初期救急平日夜間診療事業補助金,01小児初期救急平日夜間診療事業補助金,0,,0,会計01/款16/項02/目03/節04/細節01/細々節0,3675000,JPY,3675,千円,408
132047:2024:revenue:approved:654628f4a82b664b,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,05,子ども家庭支援区市町村包括補助金,05子ども家庭支援区市町村包括補助金,01,子ども家庭支援区市町村包括補助金,01子ども家庭支援区市町村包括補助金,0,,0,会計01/款16/項02/目03/節05/細節01/細々節0,5761000,JPY,5761,千円,409
132047:2024:revenue:approved:14209ba6893e0479,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,06,妊婦健康診査支援事業補助金,06妊婦健康診査支援事業補助金,01,妊婦健康診査支援事業補助金,01妊婦健康診査支援事業補助金,0,,0,会計01/款16/項02/目03/節06/細節01/細々節0,23057000,JPY,23057,千円,410
132047:2024:revenue:approved:fd25057332cd76cf,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,07,初回産科受診料支援事業補助金,07初回産科受診料支援事業補助金,01,初回産科受診料支援事業補助金,01初回産科受診料支援事業補助金,0,,0,会計01/款16/項02/目03/節07/細節01/細々節0,37000,JPY,37,千円,411
132047:2024:revenue:approved:83e243d2e64d0660,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,08,区市町村食育推進活動支援事業費補助金,08区市町村食育推進活動支援事業費補助金,01,区市町村食育推進活動支援事業費補助金,01区市町村食育推進活動支援事業費補助金,0,,0,会計01/款16/項02/目03/節08/細節01/細々節0,1064000,JPY,1064,千円,412
132047:2024:revenue:approved:2af112bbbcf5c7e1,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,09,出産・子育て応援事業補助金,09出産・子育て応援事業補助金,01,出産・子育て応援事業補助金,01出産・子育て応援事業補助金,0,,0,会計01/款16/項02/目03/節09/細節01/細々節0,44000000,JPY,44000,千円,413
132047:2024:revenue:approved:0ea5263da2461038,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,10,健康増進事業費補助金,10健康増進事業費補助金,01,健康増進事業費補助金,01健康増進事業費補助金,0,,0,会計01/款16/項02/目03/節10/細節01/細々節0,18677000,JPY,18677,千円,414
132047:2024:revenue:approved:0b69dd18dd0c30d4,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,11,東京ユースヘルスケア推進事業補助金,11東京ユースヘルスケア推進事業補助金,01,東京ユースヘルスケア推進事業補助金,01東京ユースヘルスケア推進事業補助金,0,,0,会計01/款16/項02/目03/節11/細節01/細々節0,1145000,JPY,1145,千円,415
132047:2024:revenue:approved:ec5ca337069feb8e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,12,高齢者肺炎球菌ワクチン定期接種補助金,12高齢者肺炎球菌ワクチン定期接種補助金,01,高齢者肺炎球菌ワクチン定期接種補助金,01高齢者肺炎球菌ワクチン定期接種補助金,0,,0,会計01/款16/項02/目03/節12/細節01/細々節0,2782000,JPY,2782,千円,416
132047:2024:revenue:approved:f098858084f4e0bf,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,13,帯状疱疹ワクチン任意接種補助金,13帯状疱疹ワクチン任意接種補助金,01,帯状疱疹ワクチン任意接種補助金,01帯状疱疹ワクチン任意接種補助金,0,,0,会計01/款16/項02/目03/節13/細節01/細々節0,16837000,JPY,16837,千円,417
132047:2024:revenue:approved:c59cb79a2d756fe5,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,14,予防接種事故処理費補助金,14予防接種事故処理費補助金,01,予防接種事故処理費補助金,01予防接種事故処理費補助金,0,,0,会計01/款16/項02/目03/節14/細節01/細々節0,11643000,JPY,11643,千円,418
132047:2024:revenue:approved:b442b218d90f47a3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,03,衛生費都補助金,03衛生費都補助金,15,高齢社会対策区市町村包括補助金,15高齢社会対策区市町村包括補助金,01,高齢社会対策区市町村包括補助金,01高齢社会対策区市町村包括補助金,0,,0,会計01/款16/項02/目03/節15/細節01/細々節0,3577000,JPY,3577,千円,419
132047:2024:revenue:approved:cfa8c28856fcccb8,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,04,労働費都補助金,04労働費都補助金,01,はつらつ高齢者就業機会創出支援事業補助金,01はつらつ高齢者就業機会創出支援事業補助金,01,はつらつ高齢者就業機会創出支援事業補助金,01はつらつ高齢者就業機会創出支援事業補助金,0,,0,会計01/款16/項02/目04/節01/細節01/細々節0,8594000,JPY,8594,千円,420
132047:2024:revenue:approved:51f76b2980857504,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,04,労働費都補助金,04労働費都補助金,02,地域人材確保総合支援事業補助金,02地域人材確保総合支援事業補助金,01,地域人材確保総合支援事業補助金,01地域人材確保総合支援事業補助金,0,,0,会計01/款16/項02/目04/節02/細節01/細々節0,4350000,JPY,4350,千円,421
132047:2024:revenue:approved:df241d3398bc7bea,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,05,農林費都補助金,05農林費都補助金,01,農業委員会交付金,01農業委員会交付金,01,農業委員会交付金,01農業委員会交付金,0,,0,会計01/款16/項02/目05/節01/細節01/細々節0,1196000,JPY,1196,千円,422
132047:2024:revenue:approved:e0f8248b73792e2e,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,05,農林費都補助金,05農林費都補助金,02,農業経営基盤強化措置特別会計事務費交付金,02農業経営基盤強化措置特別会計事務費交付金,01,国有農地管理事務費交付金,01国有農地管理事務費交付金,0,,0,会計01/款16/項02/目05/節02/細節01/細々節0,37000,JPY,37,千円,423
132047:2024:revenue:approved:3ef89a0b0638e330,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,05,農林費都補助金,05農林費都補助金,03,高齢社会対策区市町村包括補助金,03高齢社会対策区市町村包括補助金,01,高齢社会対策区市町村包括補助金,01高齢社会対策区市町村包括補助金,0,,0,会計01/款16/項02/目05/節03/細節01/細々節0,2900000,JPY,2900,千円,424
132047:2024:revenue:approved:40fe06c8e14e9cdd,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,05,農林費都補助金,05農林費都補助金,04,未来に残す東京の農地プロジェクト事業補助金,04未来に残す東京の農地プロジェクト事業補助金,01,未来に残す東京の農地プロジェクト事業補助金,01未来に残す東京の農地プロジェクト事業補助金,0,,0,会計01/款16/項02/目05/節04/細節01/細々節0,23343000,JPY,23343,千円,425
132047:2024:revenue:approved:b2dcb24ce1b45c12,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,05,農林費都補助金,05農林費都補助金,05,都市農業振興施設整備事業費補助金,05都市農業振興施設整備事業費補助金,01,都市農業振興施設整備事業費補助金,01都市農業振興施設整備事業費補助金,0,,0,会計01/款16/項02/目05/節05/細節01/細々節0,6625000,JPY,6625,千円,426
132047:2024:revenue:approved:322c0e98d1be80a1,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,06,商工費都補助金,06商工費都補助金,01,地域産業活力創出支援事業費補助金,01地域産業活力創出支援事業費補助金,01,地域産業活力創出支援事業費補助金,01地域産業活力創出支援事業費補助金,0,,0,会計01/款16/項02/目06/節01/細節01/細々節0,37610000,JPY,37610,千円,427
132047:2024:revenue:approved:f93af2ef23cd0690,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,06,商工費都補助金,06商工費都補助金,02,商店街チャレンジ戦略支援事業補助金,02商店街チャレンジ戦略支援事業補助金,01,商店街チャレンジ戦略支援事業補助金,01商店街チャレンジ戦略支援事業補助金,0,,0,会計01/款16/項02/目06/節02/細節01/細々節0,11928000,JPY,11928,千円,428
132047:2024:revenue:approved:d8cd9232f5367176,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,06,商工費都補助金,06商工費都補助金,03,都内ものづくり企業地域共生推進事業補助金,03都内ものづくり企業地域共生推進事業補助金,01,都内ものづくり企業地域共生推進事業補助金,01都内ものづくり企業地域共生推進事業補助金,0,,0,会計01/款16/項02/目06/節03/細節01/細々節0,10000000,JPY,10000,千円,429
132047:2024:revenue:approved:e891c0bcf996e47f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,06,商工費都補助金,06商工費都補助金,04,消費者行政強化交付金,04消費者行政強化交付金,01,消費者行政強化交付金,01消費者行政強化交付金,0,,0,会計01/款16/項02/目06/節04/細節01/細々節0,412000,JPY,412,千円,430
132047:2024:revenue:approved:53ed7808c20949d4,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,01,地籍整備推進調査費補助金,01地籍整備推進調査費補助金,01,地籍整備推進調査費補助金,01地籍整備推進調査費補助金,0,,0,会計01/款16/項02/目07/節01/細節01/細々節0,3649000,JPY,3649,千円,431
132047:2024:revenue:approved:96ff167199c6205f,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,02,地域福祉推進区市町村包括補助金,02地域福祉推進区市町村包括補助金,01,バリアフリーのまちづくり推進事業費補助金,01バリアフリーのまちづくり推進事業費補助金,0,,0,会計01/款16/項02/目07/節02/細節01/細々節0,1094000,JPY,1094,千円,432
132047:2024:revenue:approved:f0ed4c1d23ee3f9c,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,03,道路橋梁費補助金,03道路橋梁費補助金,01,市道第１３９号線整備事業費補助金,01市道第１３９号線整備事業費補助金,0,,0,会計01/款16/項02/目07/節03/細節01/細々節0,3600000,JPY,3600,千円,433
132047:2024:revenue:approved:572e7fcc2413ee92,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,03,道路橋梁費補助金,03道路橋梁費補助金,02,三鷹駅前デッキ長寿命化事業費補助金,02三鷹駅前デッキ長寿命化事業費補助金,0,,0,会計01/款16/項02/目07/節03/細節02/細々節0,1125000,JPY,1125,千円,434
132047:2024:revenue:approved:d67ef61f6c0bb816,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,03,道路橋梁費補助金,03道路橋梁費補助金,03,橋梁現況調査事業費補助金,03橋梁現況調査事業費補助金,0,,0,会計01/款16/項02/目07/節03/細節03/細々節0,450000,JPY,450,千円,435
132047:2024:revenue:approved:1730234e2b73e5e6,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,03,道路橋梁費補助金,03道路橋梁費補助金,04,宮下橋架替事業費補助金,04宮下橋架替事業費補助金,0,,0,会計01/款16/項02/目07/節03/細節04/細々節0,40000000,JPY,40000,千円,436
132047:2024:revenue:approved:9abf826cc3ad1c65,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,04,公共交通事業費補助金,04公共交通事業費補助金,01,公共交通事業費補助金,01公共交通事業費補助金,0,,0,会計01/款16/項02/目07/節04/細節01/細々節0,13856000,JPY,13856,千円,437
132047:2024:revenue:approved:e0693bc9e946b056,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,05,自転車安全利用促進事業補助金,05自転車安全利用促進事業補助金,01,自転車安全利用促進事業補助金,01自転車安全利用促進事業補助金,0,,0,会計01/款16/項02/目07/節05/細節01/細々節0,3208000,JPY,3208,千円,438
132047:2024:revenue:approved:40771fb9be04fc07,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,06,集約型の地域構造への再編に向けた計画策定支援事業補助金,06集約型の地域構造への再編に向けた計画策定支援事業補助金,01,集約型の地域構造への再編に向けた計画策定支援事業補助金,01集約型の地域構造への再編に向けた計画策定支援事業補助金,0,,0,会計01/款16/項02/目07/節06/細節01/細々節0,759000,JPY,759,千円,439
132047:2024:revenue:approved:4b999d2c36be22b3,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,07,鉄道駅総合バリアフリー推進事業費補助金,07鉄道駅総合バリアフリー推進事業費補助金,01,バリアフリー基本構想等作成事業補助金,01バリアフリー基本構想等作成事業補助金,0,,0,会計01/款16/項02/目07/節07/細節01/細々節0,2000000,JPY,2000,千円,440
132047:2024:revenue:approved:a88d27829a40b44a,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,08,街路事業費補助金,08街路事業費補助金,01,都市計画道路３・４・１３号（牟礼）整備事業費補助金,01都市計画道路３・４・１３号（牟礼）整備事業費補助金,0,,0,会計01/款16/項02/目07/節08/細節01/細々節0,17200000,JPY,17200,千円,441
132047:2024:revenue:approved:17cdb687dd866798,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,09,雨水流出抑制助成事業補助金,09雨水流出抑制助成事業補助金,01,雨水浸透ます設置費補助金,01雨水浸透ます設置費補助金,0,,0,会計01/款16/項02/目07/節09/細節01/細々節0,368000,JPY,368,千円,442
132047:2024:revenue:approved:8faa896b9bff94fa,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,10,ブロック塀等安全対策促進事業補助金,10ブロック塀等安全対策促進事業補助金,01,ブロック塀等安全対策促進事業補助金,01ブロック塀等安全対策促進事業補助金,0,,0,会計01/款16/項02/目07/節10/細節01/細々節0,200000,JPY,200,千円,443
132047:2024:revenue:approved:844f941df5326928,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,11,都市計画公園事業費補助金,11都市計画公園事業費補助金,01,北野公園用地取得事業費補助金,01北野公園用地取得事業費補助金,0,,0,会計01/款16/項02/目07/節11/細節01/細々節0,30600000,JPY,30600,千円,444
132047:2024:revenue:approved:68722f8c8edeb223,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,12,だれもが遊べる児童遊具広場事業費補助金,12だれもが遊べる児童遊具広場事業費補助金,01,だれもが遊べる児童遊具広場事業費補助金,01だれもが遊べる児童遊具広場事業費補助金,0,,0,会計01/款16/項02/目07/節12/細節01/細々節0,11519000,JPY,11519,千円,445
132047:2024:revenue:approved:4644882c93381d99,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,13,特定緊急輸送道路沿道建築物耐震化促進事業補助金,13特定緊急輸送道路沿道建築物耐震化促進事業補助金,01,特定緊急輸送道路沿道建築物耐震化促進事業補助金,01特定緊急輸送道路沿道建築物耐震化促進事業補助金,0,,0,会計01/款16/項02/目07/節13/細節01/細々節0,13361000,JPY,13361,千円,446
132047:2024:revenue:approved:d436388429298a0c,132047,三鷹市,2024,revenue,approved,当初予算,01,一般会計,01一般会計,16,都支出金,16都支出金,02,都補助金,02都補助金,07,土木費都補助金,07土木費都補助金,14,空き家利活用等区市町村支援事業補助金,14空き家利活用等区市町村支援事業補助金,01,空き家利活用等区市町村支援事業補助金,01空き家利活用等区市町村支援事業補助金,0,,0,会計01/款16/項02/目07/節14/細節01/細々節0,2373000,JPY,2373,千円,447
