fiscal_year,fund_code,kan_code,kou_code,moku_code,daijigyo_code,project_name,matched_thousand_yen,match_method,match_basis,candidate_count
2020,1,1,1,1,1,人件費,57397,round,total,1
2020,1,1,1,1,2,議会関係費,227705,round,total,1
2020,1,1,1,1,3,一般事務費,15697,round,total,1
2020,1,2,1,1,1,人件費,723231,round,total,1
2020,1,2,1,1,2,一般事務費,1606,round,org_subtotal,4
2020,1,2,1,1,4,市長の資産等の公開に関する審査会費,34,round,total,1
2020,1,2,1,1,5,行政不服審査及び個人情報保護制度関係費,262,floor,total,1
2020,1,2,1,1,6,庁舎維持管理費,136289,round,total,1
2020,1,2,1,1,7,庁用車関係費,8680,round,total,1
2020,1,2,1,1,8,職員管理費,547454,round,total,1
2020,1,2,1,1,9,職員健康管理費,16317,floor,total,1
2020,1,2,1,1,10,職員福利厚生費,5334,round,total,1
2020,1,2,1,1,11,職員研修費,6197,round,total,1
2020,1,2,1,1,12,公務災害関係費,5035,round,total,1
2020,1,2,1,2,1,文書管理関係費,39192,floor,total,1
2020,1,2,1,2,2,印刷関係費,5479,round,total,1
2020,1,2,1,3,1,広報関係費,14786,round,total,1
2020,1,2,1,3,2,ホームページ関係費ｱ,1738,round,total,1
2020,1,2,1,3,3,市民相談関係費,1764,round,total,1
2020,1,2,1,4,1,一般事務費,9814,floor,total,1
2020,1,2,1,5,1,一般事務費,5593,round,total,1
2020,1,2,1,6,1,財産管理費,1679,round,org_subtotal,2
2020,1,2,1,6,2,公共施設整備基金費,100246,round,total,1
2020,1,2,1,6,3,公共施設修繕基金費,100140,round,total,1
2020,1,2,1,7,1,一般事務費,2298,round,org_subtotal,2
2020,1,2,1,7,2,初春まつり関係費,176,round,total,1
2020,1,2,1,7,3,市制施行５０周年記念関係費,369,ceil,org_subtotal,3
2020,1,2,1,7,4,憲法・平和都市新関係費,14,round,total,1
2020,1,2,1,7,5,国際化推進,165,round,total,1
2020,1,2,1,7,6,男女共同参画施策推進,241,round,total,1
2020,1,2,1,7,7,市民参加と市民協働に関する審議会関係費,383,round,total,1
2020,1,2,1,7,8,市民活動支援センター関係費,34002,round,total,1
2020,1,2,1,7,9,行政評価関係費,629,round,total,1
2020,1,2,1,7,10,市民憲章見直し事業,2962,round,total,1
2020,1,2,1,7,14,人権擁護委員関係事業,208,round,total,1
2020,1,2,1,7,15,市民公益活動団体補助,205,round,total,1
2020,1,2,1,7,16,人権基本条例関係費,261,round,total,1
2020,1,2,1,7,17,市民活動関係費,8726,round,total,1
2020,1,2,1,7,18,ＩＣＴ活用推進関係費,3806,round,total,1
2020,1,2,1,7,19,市史編さん事業費,22986,round,total,1
2020,1,2,1,7,20,桜まつり関係費,2431,round,total,1
2020,1,2,1,7,21,えきまえ広場関係費,1434,round,total,1
2020,1,2,1,7,22,市制施行５０周年記念「絵手紙公募展・講演会」関係費,6540,round,total,1
2020,1,2,1,8,1,計算事務費,274757,round,total,1
2020,1,2,1,8,2,電子自治体推進費,9808,round,total,1
2020,1,2,1,9,1,一般事務費,74,round,total,1
2020,1,2,1,9,3,市民まつり関係費,6000,round,total,1
2020,1,2,1,9,4,コミュニティ活動活性化助成,1260,round,total,1
2020,1,2,1,10,1,訴訟関係費,1320,round,total,1
2020,1,2,2,1,1,人件費,225543,floor,total,1
2020,1,2,2,1,2,一般事務費,251,round,org_subtotal,2
2020,1,2,2,3,1,固定資産評価審査委員会費,31,round,total,1
2020,1,2,3,1,1,人件費,103742,round,total,1
2020,1,2,3,1,2,一般事務費,94543,floor,total,1
2020,1,2,3,1,3,人口動態調査,87,round,total,1
2020,1,2,3,1,4,住民基本台帳人口調査,201,round,total,1
2020,1,2,3,1,5,中長期在留者住居地届出等事務,47,round,total,1
2020,1,2,3,1,6,個人番号カード交付事業,48132,round,total,1
2020,1,2,3,1,7,証明書コンビニ交付事業,12686,floor,total,1
2020,1,2,3,2,1,住居表示関係費,2878,round,total,1
2020,1,2,4,1,1,人件費,25068,round,total,1
2020,1,2,4,1,2,選挙管理委員会費,2837,round,total,1
2020,1,2,4,2,1,選挙啓発費,39,round,total,1
2020,1,2,4,3,1,人件費,1194,round,total,1
2020,1,2,4,3,2,東京都知事選挙費,36680,round,total,1
2020,1,2,4,4,2,東京都議会議員選挙費,2120,round,total,1
2020,1,2,5,1,1,一般事務費,52,round,total,1
2020,1,2,5,2,1,学校基本調査,15,round,total,1
2020,1,2,5,2,2,経済センサス調査区管理,3,round,total,1
2020,1,2,5,2,3,建設工事統計調査,19,round,total,1
2020,1,2,5,2,4,工業統計調査,7,round,total,1
2020,1,2,5,2,5,２０２０年農林業センサス,16,round,total,1
2020,1,2,5,2,6,令和２年国勢調査,39419,round,total,1
2020,1,2,5,2,7,令和３年経済センサス活動調査準備事務,496,round,total,1
2020,1,2,6,1,1,人件費,21151,round,total,1
2020,1,2,6,1,2,監査委員関係費,2242,round,total,1
2020,1,3,1,1,1,人件費,420080,round,total,1
2020,1,3,1,1,2,一般事務費,6636,floor,org_subtotal,2
2020,1,3,1,1,4,民生委員，児童委員関係費,11509,round,total,1
2020,1,3,1,1,5,民生委員，児童委員協力員関係費,475,round,total,1
2020,1,3,1,1,6,市民福祉推進委員会関係費,14013,round,total,1
2020,1,3,1,1,8,社会福祉協議会,88359,round,org_subtotal,2
2020,1,3,1,1,9,福祉サービス第三者評価事業,2534,round,total,1
2020,1,3,1,1,10,権利擁護事業,23361,round,total,1
2020,1,3,1,1,11,避難行動要支援者支援事業,3546,ceil,total,1
2020,1,3,1,1,12,地域福祉推進事業補助,400,round,total,1
2020,1,3,1,1,13,社会福祉法人等指導監査等事業,762,round,total,1
2020,1,3,1,1,14,福祉有償運送事業,7930,round,total,1
2020,1,3,1,1,15,地域共生社会推進事業,14298,round,total,1
2020,1,3,1,1,17,特別弔慰金事務費,33,ceil,total,1
2020,1,3,1,1,18,行旅病人・死亡人取扱費,375,round,total,1
2020,1,3,1,1,19,緊急援護資金貸付,255,round,total,1
2020,1,3,1,1,20,障害支援区分判定審査会,4909,round,total,1
2020,1,3,1,1,21,地域自立支援協議会関係費,242,ceil,total,1
2020,1,3,1,1,22,中国残留邦人生活支援事業,9514,round,total,1
2020,1,3,1,1,23,受験生チャレンジ支援貸付,3492,round,total,1
2020,1,3,1,1,24,生活困窮者自立相談支援事業,129064,round,total,1
2020,1,3,1,1,25,障がい者虐待防止対策事業,5457,round,total,1
2020,1,3,1,1,26,入浴券交付,709,round,total,1
2020,1,3,1,1,27,ふれあいサロン運営費補助,3226,round,total,1
2020,1,3,1,1,28,障がい者（児）ホームヘルパー研修,250,round,total,1
2020,1,3,1,1,29,障がい者就労・生活支援,23488,round,total,1
2020,1,3,1,1,30,障がい者理解促進・啓発事業,994,round,total,1
2020,1,3,1,1,31,保護司費,1134,round,total,1
2020,1,3,1,1,32,青少年自立支援事業,689,round,total,1
2020,1,3,1,1,33,青少年問題協議会費,1258,round,total,1
2020,1,3,1,1,34,青少年育成委員会事業,243,round,total,1
2020,1,3,1,1,35,国民健康保険特別会計繰出,891889,round,total,1
2020,1,3,1,1,36,新型コロナウイルス感染症緊急対策生活応援事業,28222,round,org_subtotal,2
2020,1,3,1,1,37,福祉事業所緊急対策応援事業,10607,ceil,total,1
2020,1,3,1,2,1,一般事務費,305,round,total,1
2020,1,3,1,2,2,難病者相談設置,30,round,total,1
2020,1,3,1,2,3,身体障がい者相談,93,round,total,1
2020,1,3,1,2,5,心身障がい者福祉手当,148666,round,total,1
2020,1,3,1,2,6,特別障がい者手当等,21262,round,total,1
2020,1,3,1,2,7,難病者福祉手当,39867,round,total,1
2020,1,3,1,2,8,重度脳性マヒ者介護人派遣,945,round,total,1
2020,1,3,1,2,9,障がい者福祉センター,48671,round,total,1
2020,1,3,1,2,10,家族介護用品支給,429,round,total,1
2020,1,3,1,2,11,障がい者移送サービス事業,11074,round,total,1
2020,1,3,1,2,12,心身障がい者（児）医療費助成,44,round,total,1
2020,1,3,1,3,1,知的障がい者相談,61,round,total,1
2020,1,3,1,3,3,知的障がい者入所施設整備確保事業,1245,round,total,1
2020,1,3,1,3,4,知的障がい者生活寮,3781,round,total,1
2020,1,3,1,4,1,一般事務費,110,round,total,1
2020,1,3,1,4,2,老人保護措置費,987,round,org_subtotal,2
2020,1,3,1,4,3,虐待防止・見守りﾈネットワーク事業,965,round,total,1
2020,1,3,1,4,4,高齢者地域相談事業,21822,round,total,1
2020,1,3,1,4,5,認知症理解促進・啓発事業,162,round,total,1
2020,1,3,1,4,6,敬老金支給事務費,822,floor,total,1
2020,1,3,1,4,7,敬老金,7689,round,total,1
2020,1,3,1,4,9,高齢者自立支援日常生活用具給付,442,floor,total,1
2020,1,3,1,4,10,理容・美容サービス,538,round,total,1
2020,1,3,1,4,11,緊急通報装置,422,round,total,1
2020,1,3,1,4,12,シルバー人材センター運営費助成,45201,round,total,1
2020,1,3,1,4,13,特別養護老人ホームベッド確保,29075,round,total,1
2020,1,3,1,4,14,老人福祉団体助成,2993,round,total,1
2020,1,3,1,4,15,老人福祉センター,3098,round,total,1
2020,1,3,1,4,16,高齢者配食サービス,3571,round,total,1
2020,1,3,1,4,17,認知症高齢者位置情報提供サービス,368,round,total,1
2020,1,3,1,4,18,火災安全システム,26,round,total,1
2020,1,3,1,4,19,生計困難者に対する利用者負担軽減措置事業,285,round,total,1
2020,1,3,1,4,20,家族介護用品支給,14117,round,total,1
2020,1,3,1,4,21,あんしん見守りサービス,3630,round,total,1
2020,1,3,1,4,22,介護者支援事業,377,floor,total,1
2020,1,3,1,4,23,熱中症予防事業,477,round,total,1
2020,1,3,1,4,24,介護予防活動推進事業,11000,round,total,1
2020,1,3,1,4,25,シルバー人材センターを活用した保育人材等確保支援事業,3250,round,total,1
2020,1,3,1,4,26,高齢者居宅内ごみ出しサポート事業,578,round,total,1
2020,1,3,1,4,27,介護職員研修受講費助成事業,226,round,total,1
2020,1,3,1,4,28,後期高齢者医療特別会計繰出,940914,round,total,1
2020,1,3,1,4,29,介護保険特別会計繰出,950087,round,total,1
2020,1,3,1,5,1,人件費,7017,round,total,1
2020,1,3,1,5,2,国民年金事務費,7041,round,total,1
2020,1,3,1,6,1,地域・地区センター費,55898,round,total,1
2020,1,3,1,6,2,地域センター運営協議会助成,61043,round,total,1
2020,1,3,1,7,1,一般事務費,51,ceil,total,1
2020,1,3,1,7,2,居住支援協議会関係費,575,round,total,1
2020,1,3,1,7,3,重度身体障がい者（児）住宅設備改善費給付,265,round,total,1
2020,1,3,1,7,4,自立支援住宅改修給付,5220,round,total,1
2020,1,3,1,7,5,シルバーピアいわど,1718,round,org_subtotal,2
2020,1,3,1,7,6,シルバーピアのがわ,1404,round,org_subtotal,2
2020,1,3,1,7,7,シルバーピアいずみ,1404,round,org_subtotal,2
2020,1,3,1,7,9,住宅耐震診断等助成,6846,round,total,1
2020,1,3,1,7,10,空家等対策関係費,196,round,total,1
2020,1,3,1,7,11,都営住宅募集事務,20,round,total,1
2020,1,3,1,7,12,マンション適正管理促進関係費,32,round,total,1
2020,1,3,1,8,1,一般事務費,281,round,org_subtotal,2
2020,1,3,1,8,2,精神保健福祉事業,504,round,total,1
2020,1,3,1,8,3,施設サービス費,720357,round,total,1
2020,1,3,1,8,4,居宅介護（ホームヘルプ）,210123,round,total,1
2020,1,3,1,8,5,短期入所（ショートステイ）,28379,round,total,1
2020,1,3,1,8,6,地域生活援助,202699,round,total,1
2020,1,3,1,8,7,サービス利用計画,26297,round,total,1
2020,1,3,1,8,10,自立支援医療給付費（育成医療）,298,ceil,total,1
2020,1,3,1,8,11,補装具費支給事業,12442,round,total,1
2020,1,3,1,8,12,精神障がい者地域生活支援事業,7840,round,total,1
2020,1,3,1,8,13,意思疎通支援事業,654,round,total,1
2020,1,3,1,8,14,日常生活用具費給付事業,19328,round,total,1
2020,1,3,1,8,15,移動支援費支給事業,22495,round,total,1
2020,1,3,1,8,16,地域活動支援センター事業,27992,round,total,1
2020,1,3,1,8,17,日中一時支援費支給事業,3147,round,total,1
2020,1,3,1,8,18,障がい者訪問入浴サービス,1524,round,total,1
2020,1,3,1,8,19,視覚障がい者情報支援,229,round,total,1
2020,1,3,1,8,21,自動車運転免許取得,124,round,total,1
2020,1,3,1,8,24,障がい者通所施設等支援事業,3000,round,total,1
2020,1,3,1,8,25,障がい者日中活動系サービス推進事業,47100,round,total,1
2020,1,3,1,8,26,発達障がい者（児）支援事業,1200,round,total,1
2020,1,3,1,8,27,小規模多機能型居宅介護事業所運営費補助,45,floor,total,1
2020,1,3,1,8,28,重症心身障がい児（者）在宅レスパイト事業,75,round,total,1
2020,1,3,2,1,1,人件費,201727,round,total,1
2020,1,3,2,1,2,一般事務費,20477,floor,org_subtotal,1
2020,1,3,2,1,3,障がい児通所支援事業,310427,ceil,org_subtotal,2
2020,1,3,2,1,4,障がい児通所施設等支援事業,6840,round,total,1
2020,1,3,2,1,5,児童育成手当,109382,round,total,1
2020,1,3,2,1,6,児童手当,1104148,round,total,1
2020,1,3,2,1,7,児童扶養手当,139025,round,total,1
2020,1,3,2,1,8,みんなで子育て事業,4107,floor,total,1
2020,1,3,2,1,9,子育てサイト事業ｱ,2782,round,total,1
2020,1,3,2,1,10,要保護児童対策事業ｺ,3095,round,total,1
2020,1,3,2,1,11,子ども・子育て会議関係費,364,round,total,1
2020,1,3,2,1,12,プレーパーク,8119,round,total,1
2020,1,3,2,1,13,自主保育支援,128,round,total,1
2020,1,3,2,1,15,子育て世帯への臨時特別給付金,82611,round,total,1
2020,1,3,2,1,17,子育て世帯緊急対策応援事業,239300,round,total,1
2020,1,3,2,1,18,ひとり親世帯臨時特別給付金,60231,floor,total,1
2020,1,3,2,2,2,保育所等児童運営費,3343092,round,total,1
2020,1,3,2,2,3,ひとり親家庭等医療費助成,17560,round,total,1
2020,1,3,2,2,4,子ども家庭在宅サービス事業費,4797,round,total,1
2020,1,3,2,2,5,乳幼児医療費助成,133033,round,total,1
2020,1,3,2,2,6,義務教育就学児医療費助成,97420,round,total,1
2020,1,3,2,2,7,緊急一時保護事業,150,round,total,1
2020,1,3,2,2,8,ひとり親家庭等生活支援事業,25627,round,total,1
2020,1,3,2,4,1,人件費,563800,round,total,1
2020,1,3,2,4,2,病児・病後児保育,7911,round,total,1
2020,1,3,2,4,3,保育園維持管理費,255624,round,total,1
2020,1,3,2,5,1,人件費,46291,round,total,1
2020,1,3,2,5,2,学童保育所維持管理費,700,round,org_subtotal,2
2020,1,3,2,5,3,放課後クラブ,60268,round,total,1
2020,1,3,2,5,4,こどもクラブ,16219,round,total,1
2020,1,3,2,5,5,新設学童クラブ整備事業,130729,round,org_subtotal,2
2020,1,3,2,6,1,児童館関係費,197198,round,total,1
2020,1,3,3,1,1,人件費,105510,round,total,1
2020,1,3,3,1,2,一般事務費,34449,floor,total,1
2020,1,3,3,2,1,生活保護費,2128548,round,total,1
2020,1,3,4,1,1,被災者生活再建支援事業,4328,round,total,1
2020,1,3,4,1,2,被災住宅応急修理事業,4485,round,total,1
2020,1,4,1,1,1,人件費,73373,round,total,1
2020,1,4,1,1,2,一般事務費,16287,round,total,1
2020,1,4,1,1,3,あいとぴあセンター管理運営費,77728,round,total,1
2020,1,4,1,1,4,健康づくり推進協議会関係費,266,round,total,1
2020,1,4,1,1,5,健康診査,63053,round,total,1
2020,1,4,1,1,6,がん検診,39319,ceil,total,1
2020,1,4,1,1,7,健康教育,271,round,total,1
2020,1,4,1,1,8,母子保健事業関係費,107272,round,total,1
2020,1,4,1,1,9,使用済み注射針回収事業補助,300,round,total,1
2020,1,4,1,1,10,食育推進事業,123,round,total,1
2020,1,4,1,1,11,養育医療,3546,ceil,total,1
2020,1,4,1,1,12,災害医療コーディネーター関係費ｺ,3524,round,total,1
2020,1,4,1,1,13,健康ポイント制度関係費,605,round,total,1
2020,1,4,1,1,14,在宅医療・介護連携事業,6090,round,total,1
2020,1,4,1,1,15,専用水道事務等事務委託費,751,round,total,1
2020,1,4,1,1,16,自殺対策関係費,44,round,total,1
2020,1,4,1,2,1,予防接種,1927,round,org_subtotal,2
2020,1,4,1,2,2,結核検診,19,round,total,1
2020,1,4,1,2,4,在宅ねたきり高齢者訪問歯科診療,1246,round,total,1
2020,1,4,1,2,5,休日診療所等関係費,36442,round,total,1
2020,1,4,1,2,6,健康増進,7868,round,total,1
2020,1,4,1,2,7,狂犬病予防,947,round,total,1
2020,1,4,1,2,8,小児初期救急平日準夜間診療事業,2562,round,total,1
2020,1,4,1,2,9,飼い主のいない猫の不妊去勢手術費助成事業,51,round,total,1
2020,1,4,1,2,10,新型コロナウイルス感染症P予防,1123,round,org_subtotal,2
2020,1,4,1,2,11,新型コロナウイルスPＰＣＲ検査センター関係費,26202,round,total,1
2020,1,4,1,2,12,新型コロナ予防接種,11204,round,total,1
2020,1,4,1,2,13,新型コロナウイルス感染症対策基金費,50000,round,total,1
2020,1,4,1,3,1,環境美化推進事業,6391,round,total,1
2020,1,4,1,4,1,人件費,26732,round,total,1
2020,1,4,1,4,2,公害対策費,2534,round,total,1
2020,1,4,1,4,3,環境学習,123,round,total,1
2020,1,4,1,4,4,環境保全実施計画推進,2281,round,total,1
2020,1,4,1,4,5,地球温暖化対策関連事業,3597,round,total,1
2020,1,4,1,4,6,環境基本計画関係費,683,round,total,1
2020,1,4,1,4,7,小学生環境サミット,205,round,total,1
2020,1,4,1,5,1,人件費,56895,round,total,1
2020,1,4,1,5,2,一般事務費,1994,round,total,1
2020,1,4,1,5,3,自然保護費,8990,round,total,1
2020,1,4,1,5,4,緑化推進,801,round,total,1
2020,1,4,1,5,5,水辺の楽校推進,814,round,total,1
2020,1,4,1,5,6,生物多様性保全事業ｱ,2850,round,total,1
2020,1,4,2,1,1,人件費,55550,round,total,1
2020,1,4,2,1,2,一般事務費,2695,round,total,1
2020,1,4,2,1,3,清掃施設整備基金費,50305,round,total,1
2020,1,4,2,2,1,一般事務費,832,round,total,1
2020,1,4,2,2,2,塵芥処理費,172870,round,total,1
2020,1,4,2,2,3,不燃ごみ，資源物，粗大ごみ処理費,298945,round,total,1
2020,1,4,2,2,4,ごみ減量対策費,96817,round,total,1
2020,1,4,2,2,5,組合維持管理費,489610,round,total,1
2020,1,4,2,2,6,使用済小型家電リサイクル関係費,4748,round,total,1
2020,1,4,2,3,1,し尿処理費,3564,round,total,1
2020,1,4,2,3,2,多摩川衛生組合維持管理費,3454,round,total,1
2020,1,4,2,4,1,リサイクルセンター維持管理費,22411,round,total,1
2020,1,4,2,4,2,リサイクルセンター事業費,44231,ceil,total,1
2020,1,4,2,4,3,ストックヤード維持管理費,119,round,total,1
2020,1,5,2,1,1,勤労者互助会関係費,3358,round,total,1
2020,1,6,1,1,1,農業委員会関係費,5800,round,total,1
2020,1,6,1,2,1,人件費,12174,round,total,1
2020,1,6,1,2,2,一般事務費,11,round,total,1
2020,1,6,1,3,1,一般事務費,4,round,total,1
2020,1,6,1,3,2,農業振興関係費,11866,round,total,1
2020,1,6,1,4,1,市民農園関係費,4105,round,total,1
2020,1,7,1,1,1,人件費,47831,floor,total,1
2020,1,7,1,1,2,一般事務費,2338,round,total,1
2020,1,7,1,2,1,中小企業者事業資金融資あっ旋等関係費,3527,round,total,1
2020,1,7,1,2,2,商工振興補助,11494,floor,total,1
2020,1,7,1,2,3,就労・創業支援事業,1711,round,total,1
2020,1,7,1,2,4,商店街チャレンジ戦略ｲ支援事業費補助,798,round,total,1
2020,1,7,1,2,6,中小企業者緊急対策応援事業,83014,round,total,1
2020,1,7,1,2,7,プレミアム付商品券事業,107382,round,total,1
2020,1,7,1,2,8,新型コロナウイルス感染症対策推進宣言応援事業,507,round,total,1
2020,1,7,1,2,9,３密対策事業者支援給付金事業3,23500,round,total,1
2020,1,7,1,3,1,消費経済対策費,5981,round,total,1
2020,1,7,1,4,1,観光協会補助,2214,round,total,1
2020,1,8,1,1,1,人件費,153494,round,total,1
2020,1,8,1,1,2,一般事務費,138,round,org_subtotal,3
2020,1,8,2,2,1,道路維持費,98184,round,org_subtotal,2
2020,1,8,2,3,1,道路新設改良費,86068,ceil,total,1
2020,1,8,2,3,2,市道３２号線（八幡通り）整備事業,31566,round,total,1
2020,1,8,2,3,3,ぽかぽか広場関係費,3267,round,total,1
2020,1,8,2,4,1,街路灯維持管理費,27296,round,total,1
2020,1,8,2,5,1,交通安全対策費,2692,round,total,1
2020,1,8,2,5,2,自転車整理関係費,17974,round,total,1
2020,1,8,2,5,3,交通安全施設整備費,16116,round,total,1
2020,1,8,3,1,1,河川維持改修費,729,round,total,1
2020,1,8,3,1,2,河川環境整備費,179,round,total,1
2020,1,8,3,1,3,多摩川河川敷環境保全事業,8230,round,total,1
2020,1,8,4,1,1,人件費,199974,round,total,1
2020,1,8,4,1,2,一般事務費,6587,floor,total,1
2020,1,8,4,1,3,都市計画審議会関係費,417,round,total,1
2020,1,8,4,1,4,協働まちづくり関係費,432,round,total,1
2020,1,8,4,1,5,地区計画関係費,22894,round,total,1
2020,1,8,4,1,6,和泉多摩川緑地都立公園化整備推進関係費,84,round,total,1
2020,1,8,4,1,7,都市計画マスタープラン等関係費,12302,round,total,1
2020,1,8,4,1,8,コミュニティバス関係費,19116,round,total,1
2020,1,8,4,1,9,都市計画関係費,16100,round,total,1
2020,1,8,4,1,10,都市計画事業基金費,50000,round,total,1
2020,1,8,4,2,1,狛江駅北口第１地区再開発ビル地下駐車場管理運営費,9348,round,org_subtotal,2
2020,1,8,4,3,1,調布都市計画道路３・４・１６号線整備費（電中研前）,987,round,total,1
2020,1,8,4,3,2,調布都市計画道路３・４・１６号線整備費（岩戸北区間）,27580,round,total,1
2020,1,8,4,4,1,都市公園維持管理費,170437,round,total,1
2020,1,8,4,4,2,弁財天池緑地管理費,13445,round,total,1
2020,1,8,4,4,3,自主管理公園費,1342,round,total,1
2020,1,8,4,4,4,「花いっぱいエリア」事業,185,round,org_subtotal,2
2020,1,8,4,4,5,都市計画公園整備費,100482,round,total,1
2020,1,8,4,4,6,緑化基金費,24844,round,total,1
2020,1,8,4,5,1,下水道事業会計繰出,417574,round,total,1
2020,1,9,1,1,1,常備消防事務委託費,997916,round,total,1
2020,1,9,1,2,1,分団関係費,49111,round,total,1
2020,1,9,1,2,2,消防施設維持管理費,32910,round,total,1
2020,1,9,1,3,1,消防施設整備費,702,round,total,1
2020,1,9,1,4,2,災害対策関係費,73497,round,total,1
2020,1,9,1,4,3,国民保護関係費,555,round,total,1
2020,1,9,1,4,4,災害見舞金,91,ceil,total,1
2020,1,10,1,1,1,委員会関係費,4131,ceil,total,1
2020,1,10,1,2,1,人件費,149497,round,total,1
2020,1,10,1,2,2,一般事務費,12,round,org_subtotal,1
2020,1,10,1,2,3,教育広報関係費,1558,round,total,1
2020,1,10,1,2,4,奨学金支給事務,3723,round,total,1
2020,1,10,1,2,5,西和泉体育館，西和泉グランド維持管理費,3964,round,total,1
2020,1,10,1,2,6,学校安全対策費,11396,round,total,1
2020,1,10,1,2,7,教職員給与支給事務,60,round,total,1
2020,1,10,1,3,1,就学事務費,2503,round,org_subtotal,2
2020,1,10,1,3,2,就学相談関係費,6654,round,total,1
2020,1,10,1,3,3,特別支援教育支援員,4789,round,total,1
2020,1,10,1,3,4,指導一般事務費,12287,round,total,1
2020,1,10,1,3,5,教職員福利厚生費,6637,round,total,1
2020,1,10,1,3,6,教育支援センター関係費,1206,round,org_subtotal,2
2020,1,10,1,3,7,教育相談関係費,18702,round,total,1
2020,1,10,1,3,8,不登校対策支援,19658,round,total,1
2020,1,10,1,3,9,講師派遣,12320,round,total,1
2020,1,10,1,3,10,ティーチングアシスタント,666,round,total,1
2020,1,10,1,3,11,特別支援教育推進,4504,round,org_subtotal,2
2020,1,10,1,3,12,教育研究推進,2950,round,total,1
2020,1,10,1,3,13,地域交流推進,470,round,total,1
2020,1,10,1,3,14,副読本関係費,2918,round,total,1
2020,1,10,1,3,15,連合行事・音楽鑑賞関係費,1698,round,total,1
2020,1,10,1,3,16,児童・生徒健全育成,419,round,total,1
2020,1,10,1,3,17,国際理解教育促進,15739,round,total,1
2020,1,10,1,3,18,情報教育推進費,467946,round,total,1
2020,1,10,1,3,20,夏季休業水泳指導,71,round,total,1
2020,1,10,1,3,23,学校と家庭の連携推進,2379,round,total,1
2020,1,10,1,3,24,学力向上推進,613,round,total,1
2020,1,10,1,3,25,指導事業,306,round,total,1
2020,1,10,1,3,26,学力調査,1760,round,total,1
2020,1,10,1,3,28,学校運営改善・発展のための事業,394,round,total,1
2020,1,10,1,3,29,オリンピック・パラリンピック教育推進,1548,round,total,1
2020,1,10,1,3,30,教科書採択関係費,12,round,total,1
2020,1,10,1,3,31,いじめ問題等対策推進,18,round,total,1
2020,1,10,1,3,32,主権者教育推進,180,round,total,1
2020,1,10,1,3,34,人権尊重教育推進,357,round,total,1
2020,1,10,1,3,35,家庭学習通信環境整備支援,31938,floor,total,1
2020,1,10,2,1,1,学校維持管理費,232698,round,total,1
2020,1,10,2,1,2,学校管理用備品整備,6003,round,total,1
2020,1,10,2,2,1,教育振興費,26420,floor,total,1
2020,1,10,2,2,2,就学援助,15464,round,total,1
2020,1,10,2,2,3,理科教育等設備整備費,1696,round,total,1
2020,1,10,2,2,4,教科書採択関係費,15695,round,total,1
2020,1,10,2,2,5,夏季施設関係費,1654,round,total,1
2020,1,10,2,2,6,移動教室関係費,1701,round,total,1
2020,1,10,2,2,7,図書整備,19091,round,total,1
2020,1,10,2,3,1,特別支援教育就学奨励費,1787,round,total,1
2020,1,10,2,3,2,特別支援学級維持管理費,19302,round,total,1
2020,1,10,2,3,3,特別支援教室関係費,2297,round,total,1
2020,1,10,2,4,1,学校保健衛生費,33790,floor,total,1
2020,1,10,2,4,2,学校医報償,16851,round,total,1
2020,1,10,2,4,3,検診事業,4331,round,total,1
2020,1,10,2,4,4,災害共済掛金,4268,round,total,1
2020,1,10,2,5,1,人件費,25877,round,total,1
2020,1,10,2,5,2,学校給食費,387425,round,total,1
2020,1,10,2,6,1,既存施設改修工事,349991,round,total,1
2020,1,10,3,1,1,人件費,38702,ceil,total,1
2020,1,10,3,1,2,学校維持管理費,106229,round,total,1
2020,1,10,3,1,3,学校管理用備品整備,2536,round,total,1
2020,1,10,3,2,1,教育振興費,16848,round,total,1
2020,1,10,3,2,2,就学援助,13768,round,total,1
2020,1,10,3,2,3,理科教育等設備整備費,2778,round,total,1
2020,1,10,3,2,5,図書整備,12869,round,total,1
2020,1,10,3,2,6,部活動助成,8989,round,total,1
2020,1,10,3,2,7,移動教室関係費,50,round,total,1
2020,1,10,3,2,8,修学旅行関係費,4197,round,total,1
2020,1,10,3,3,1,特別支援教育就学奨励費,1432,round,total,1
2020,1,10,3,3,2,特別支援学級維持管理費,8194,round,total,1
2020,1,10,3,3,3,特別支援教室関係費,255,round,total,1
2020,1,10,3,4,1,学校保健衛生費,18804,round,total,1
2020,1,10,3,4,2,学校医報償,10607,round,total,1
2020,1,10,3,4,3,検診事業,2849,round,total,1
2020,1,10,3,4,4,災害共済掛金,1520,round,total,1
2020,1,10,3,5,1,人件費,29514,ceil,total,1
2020,1,10,3,5,2,給食センター管理運営費,34039,round,total,1
2020,1,10,3,5,3,中学校給食費,166711,round,total,1
2020,1,10,3,6,1,既存施設改修工事,286556,round,total,1
2020,1,10,4,1,1,私立幼稚園協会等補助,22861,round,total,1
2020,1,10,4,1,2,私立幼稚園等園児保護者負担軽減,66350,ceil,total,1
2020,1,10,4,1,3,私立認定こども園等運営費,27728,round,total,1
2020,1,10,4,1,4,子育てのための施設等利用給付,317823,round,total,1
2020,1,10,5,1,1,人件費,175943,round,total,1
2020,1,10,5,1,2,一般事務費,1054,round,total,1
2020,1,10,5,1,3,生涯学習推進関係費,1206,round,total,1
2020,1,10,5,1,4,青少年委員関係費,1092,round,total,1
