fiscal_year,fund_code,kan_code,kou_code,moku_code,daijigyo_code,project_name,matched_thousand_yen,match_method,match_basis,candidate_count
2023,1,10,1,3,8,プール指導員配置,21,round,org_subtotal,1
2023,1,10,1,3,9,学校と家庭の連携推進,3194,round,total,1
2023,1,10,1,3,10,教職員福利厚生費,7757,round,total,1
2023,1,10,1,3,11,教育支援センター関係費,1504,round,org_subtotal,2
2023,1,10,1,3,12,講師派遣,11605,round,total,1
2023,1,10,1,3,13,ティーチングアシスタント,602,round,total,1
2023,1,10,1,3,14,教育研究推進,3658,round,total,1
2023,1,10,1,3,15,地域交流推進,563,round,total,1
2023,1,10,1,3,16,副読本関係費,452,round,total,1
2023,1,10,1,3,17,連合行事・音楽鑑賞関係費,3125,round,total,1
2023,1,10,1,3,18,児童・生徒健全育成,496,round,total,1
2023,1,10,1,3,19,国際理解教育促進,15812,round,total,1
2023,1,10,1,3,20,情報教育推進費,229763,round,total,1
2023,1,10,1,3,21,学力向上推進,773,round,total,1
2023,1,10,1,3,22,指導事業,374,round,total,1
2023,1,10,1,3,23,児童・生徒の実態把握Wに係る調査,7114,round,total,1
2023,1,10,1,3,24,小中連携の更なる推進,43,round,total,1
2023,1,10,1,3,25,学校運営改善・発展のための事業,350,round,total,1
2023,1,10,1,3,26,オリンピック・パラリンピックｱｽ教育推進,5500,round,total,1
2023,1,10,1,3,27,いじめ問題等対策推進,18,round,total,1
2023,1,10,1,3,28,主権者教育推進,240,round,total,1
2023,1,10,1,3,29,授業改善推進拠点校事業,355,round,total,1
2023,1,10,1,3,30,社会の力活用事業,772,round,total,1
2023,1,10,1,3,33,教科書採択関係費,9,round,total,1
2023,1,10,1,3,34,医療的ケア児支援事業,3267,round,total,1
2023,1,10,2,1,1,学校維持管理費,267971,round,total,1
2023,1,10,2,1,2,学校管理用備品整備,5004,round,total,1
2023,1,10,2,2,1,教育振興費,27808,round,total,1
2023,1,10,2,2,2,就学援助,17182,floor,total,1
2023,1,10,2,2,3,理科教育等設備整備費,1575,round,total,1
2023,1,10,2,2,4,図書整備,18806,round,total,1
2023,1,10,2,2,5,遠足・集団宿泊的行事,10171,round,total,1
2023,1,10,2,3,1,特別支援教育就学奨励費,1699,round,total,1
2023,1,10,2,3,2,特別支援学級維持管理費,23968,round,total,1
2023,1,10,2,3,3,特別支援教室関係費,3394,floor,total,1
2023,1,10,2,4,1,学校保健衛生費,6262,round,total,1
2023,1,10,2,4,2,学校医報償,17004,round,total,1
2023,1,10,2,4,3,検診事業,5960,ceil,total,1
2023,1,10,2,4,4,災害共済掛金,4650,round,total,1
2023,1,10,2,5,1,人件費,26619,round,total,1
2023,1,10,2,5,2,学校給食費,446735,ceil,total,1
2023,1,10,2,6,1,既存施設改修工事,252885,round,total,1
2023,1,10,3,1,1,人件費,23896,round,total,1
2023,1,10,3,1,2,学校維持管理費,133089,round,total,1
2023,1,10,3,1,3,学校管理用備品整備,3442,round,total,1
2023,1,10,3,2,1,教育振興費,18241,round,total,1
2023,1,10,3,2,2,就学援助,15604,round,total,1
2023,1,10,3,2,3,理科教育等設備整備費,2653,round,total,1
2023,1,10,3,2,4,図書整備,12790,round,total,1
2023,1,10,3,2,5,部活動助成,10906,round,total,1
2023,1,10,3,2,6,旅行・集団宿泊的行事,10324,round,total,1
2023,1,10,3,3,1,特別支援教育就学奨励費,848,round,total,1
2023,1,10,3,3,2,特別支援学級維持管理費,11947,round,total,1
2023,1,10,3,3,3,特別支援教室関係費,316,round,total,1
2023,1,10,3,4,1,学校保健衛生費,2958,round,total,1
2023,1,10,3,4,2,学校医報償,10723,round,total,1
2023,1,10,3,4,3,検診事業,3571,round,total,1
2023,1,10,3,4,4,災害共済掛金,1650,round,total,1
2023,1,10,3,5,1,人件費,26828,round,total,1
2023,1,10,3,5,2,給食センター管理運営費,41509,round,total,1
2023,1,10,3,5,3,中学校給食費,184888,ceil,total,1
2023,1,10,3,6,1,既存施設改修工事,491360,round,total,1
2023,1,10,4,1,1,私立幼稚園協会等補助,31391,round,total,1
2023,1,10,4,1,2,私立幼稚園等園児保護者負担軽減,12360,ceil,total,1
2023,1,10,4,1,3,私立認定こども園等運営費,49320,round,total,1
2023,1,10,4,1,4,子育てのための施設等利用給付,281716,round,total,1
2023,1,10,5,1,1,人件費,203688,round,total,1
2023,1,10,5,1,2,一般事務費,784,round,total,1
2023,1,10,5,1,3,放課後子ども教室事業,26952,round,total,1
2023,1,10,5,1,4,社会教育委員関係費,475,ceil,total,1
2023,1,10,5,1,5,学校開放,6532,round,total,1
2023,1,10,5,1,6,こどもかけこみ１１０番,344,round,total,1
2023,1,10,5,1,7,文化財専門委員関係費,120,round,total,1
2023,1,10,5,1,8,文化財保護関係費,5963,round,total,1
2023,1,10,5,1,9,埋蔵文化財保護関係費,7565,round,total,1
2023,1,10,5,1,10,古民家園管理運営費,13596,round,total,1
2023,1,10,5,1,11,文化財保存事業費補助,300,round,total,1
2023,1,10,5,1,12,地域学校協働活動推進事業,3190,round,total,1
2023,1,10,5,1,13,歴史公園維持管理費,2799,round,total,1
2023,1,10,5,1,14,歴史資料整理管理費,4889,round,total,1
2023,1,10,5,2,1,市民センター管理費,34842,round,org_subtotal,2
2023,1,10,5,3,1,西河原公民館管理費,54291,floor,total,1
2023,1,10,5,3,2,公民館運営費,28337,round,total,1
2023,1,10,5,3,3,子ども・若者事業,1663,round,total,1
2023,1,10,5,3,4,チャレンジ学級,634,round,total,1
2023,1,10,5,3,5,成人学習事業,300,round,total,1
2023,1,10,5,3,6,子育てセミナー,762,round,total,1
2023,1,10,5,3,7,学習グループ保育,752,round,total,1
2023,1,10,5,3,8,日本語教室事業,515,floor,total,1
2023,1,10,5,3,9,市民劇場,626,round,total,1
2023,1,10,5,3,10,公民館交流事業,351,round,total,1
2023,1,10,5,3,11,図書室,9268,round,total,1
2023,1,10,5,3,12,こまえ市民大学,1421,round,total,1
2023,1,10,5,3,13,情報学習事業,1248,round,total,1
2023,1,10,5,3,14,居場所事業,393,round,total,1
2023,1,10,5,4,1,中央図書館運営費,72330,round,total,1
2023,1,10,5,4,2,図書館協議会委員関係費,349,round,total,1
2023,1,10,5,4,3,子ども読書活動推進事業,493,round,total,1
2023,1,10,5,4,4,子ども読書啓発事業ﾌ,2521,round,total,1
2023,1,10,5,4,5,利用支援サービス事業,426,round,total,1
2023,1,10,5,4,6,図書館ボランティアﾎ関係費,107,round,total,1
2023,1,10,5,4,7,新図書館整備関係費,21750,round,total,1
2023,1,10,5,5,1,市民ホール関係費,144980,round,total,1
2023,1,10,6,1,1,一般事務費,421,ceil,total,1
2023,1,10,6,1,2,スポーツ推進委員関係費,3202,round,total,1
2023,1,10,6,1,3,ジュニアスポーツ振興,2454,round,total,1
2023,1,10,6,1,4,市民スポーツ大会関係費市,2610,round,total,1
2023,1,10,6,1,5,スポーツ推進審議会関係費,129,round,total,1
2023,1,10,6,1,6,市民スポーツ振興費,11934,round,total,1
2023,1,10,6,2,1,体育施設維持管理費,7600,round,org_subtotal,2
2023,1,10,6,2,2,体育施設指定管理業務費,115642,round,total,1
2023,1,11,1,1,1,長期債償還元金,1498148,round,total,1
2023,1,11,1,2,1,長期債、一時借入金償還利子,57258,ceil,total,1
2023,1,12,1,1,1,財政調整基金費,279203,round,total,1
2023,1,12,1,2,1,減債基金費,84411,round,total,1
